Id,SalePrice
1461,114870.04803919376
1462,154705.3771715041
1463,180293.28697688974
1464,192458.1743376542
1465,195663.40490299638
1466,166630.65343223393
1467,177525.88735099335
1468,163096.9223841354
1469,186302.5467635925
1470,121284.42004805889
1471,190147.83784750692
1472,94123.03089448932
1473,93332.82384313279
1474,146915.71477982213
1475,107824.59540823774
1476,359962.6895866618
1477,255790.42640889698
1478,287167.7066505951
1479,292276.42803800217
1480,453252.100148797
1481,335647.71046662726
1482,220278.6358421358
1483,174197.11150504352
1484,164148.15094713142
1485,191197.95930232794
1486,192694.31089177032
1487,332397.7094334074
1488,239597.9216767331
1489,197955.9326615365
1490,237120.97738921692
1491,190517.00903425476
1492,88240.79374259256
1493,182562.83296691478
1494,299388.987058368
1495,287234.346392654
1496,230084.7144688502
1497,175138.1418823747
1498,167232.2423236592
1499,158320.2710288434
1500,154958.81020178966
1501,177689.89986226882
1502,146262.01631474777
1503,290044.8930825792
1504,242907.36237299294
1505,225884.2235832684
1506,192879.7187373043
1507,239125.78296967497
1508,200387.22741238133
1509,158706.73117546728
1510,144820.24332316095
1511,147867.7785516659
1512,171730.75342762255
1513,142484.3039836645
1514,147389.50340947643
1515,193567.16166402015
1516,147793.06391626404
1517,165921.32356693514
1518,127393.65353000815
1519,210244.77228767265
1520,131169.66978399278
1521,128809.51824002521
1522,176992.97647859162
1523,111139.24888739844
1524,124318.71228574347
1525,117577.95190313066
1526,112243.21480611578
1527,104618.38927304889
1528,137068.65487992266
1529,148773.67351341335
1530,183738.84616318002
1531,108190.51426400687
1532,97350.51587024046
1533,152953.696667189
1534,117423.85772687537
1535,147648.70145007467
1536,108384.98393802652
1537,58719.82094137394
1538,146995.31382752705
1539,189691.08791319572
1540,91270.76144841824
1541,141197.74734280523
1542,136511.457485086
1543,191193.05843158078
1544,87855.52971878703
1545,113683.01525638494
1546,135205.06002356354
1547,129218.4292259705
1548,136434.56262011966
1549,119613.17032072855
1550,136569.31336844867
1551,107661.82303691446
1552,137738.98396549872
1553,148953.08725300833
1554,113313.79386101279
1555,157958.06000182324
1556,81388.35832721264
1557,104810.05738753914
1558,95160.99469366798
1559,70736.21965152235
1560,133213.23646683284
1561,125312.6904568254
1562,129838.27733010628
1563,119202.13731966264
1564,163300.43762496495
1565,143572.64937039313
1566,240075.24558372138
1567,74201.11074232114
1568,233608.68284494357
1569,128036.44589690566
1570,138331.27816735514
1571,119925.49336112023
1572,143951.63066930446
1573,237186.59186526368
1574,118521.08987754391
1575,228584.1756390345
1576,236634.93071806256
1577,188072.89655525627
1578,138954.52155190596
1579,147009.4721412817
1580,194764.31446352182
1581,156020.83532203565
1582,123666.48926056949
1583,296218.2576735211
1584,215908.402253874
1585,138179.12214619515
1586,63996.9751292725
1587,96508.38079955705
1588,145792.23878441914
1589,95353.8116238635
1590,133107.81280931196
1591,94826.11345673367
1592,112609.68589550954
1593,123607.58053923585
1594,131209.2283731396
1595,104806.88497083639
1596,220890.9962091816
1597,190486.20241146866
1598,222804.72659657287
1599,166645.3020271614
1600,166769.38086885255
1601,63457.13978771952
1602,109041.10761145968
1603,74557.37022918418
1604,265865.54471488646
1605,241024.38380383304
1606,171922.3186143469
1607,174553.4980780582
1608,219813.31190352215
1609,180732.5655629411
1610,146387.9149566352
1611,136247.23792926106
1612,165693.9123803572
1613,166112.8537397708
1614,127535.02019607705
1615,92118.29714809667
1616,78978.29137583889
1617,92085.88873109335
1618,123000.90312662999
1619,137786.4354877247
1620,152009.29688579292
1621,136117.7684582582
1622,139873.72976251916
1623,265409.47307513404
1624,206118.0709167189
1625,115576.75114580241
1626,170105.33918182133
1627,188963.96007308312
1628,275343.6953400489
1629,181612.98647716246
1630,338206.9499880875
1631,236188.21788256016
1632,242963.2728258131
1633,174293.4105861065
1634,184965.6596588869
1635,176752.15343426372
1636,149861.95771957547
1637,190833.27545821317
1638,179807.37020520837
1639,179955.20168642676
1640,254825.90991830645
1641,178500.22381313576
1642,242330.93676412638
1643,222011.83097701886
1644,234742.46789227193
1645,196216.27441580297
1646,162439.70229806565
1647,155456.3242539681
1648,130037.78757256518
1649,144227.82366314396
1650,111054.48613256094
1651,123774.69372228903
1652,95935.75874101704
1653,98696.61369401042
1654,144735.18834750674
1655,139409.37607014755
1656,139393.69188576858
1657,148946.69704854823
1658,144373.02706820698
1659,114456.61313117768
1660,155223.67929916334
1661,406066.55158224306
1662,399148.03163109336
1663,374619.8206933702
1664,445923.07808321755
1665,299335.82236620283
1666,323781.2292127823
1667,354114.20322945097
1668,336982.04941064224
1669,306274.8656338543
1670,345466.31223411055
1671,272833.49248311896
1672,409707.43812454294
1673,304939.36609256244
1674,251035.45417776235
1675,200914.8360938676
1676,199611.93010359904
1677,230557.90735873237
1678,421172.2311321195
1679,388669.4396915573
1680,329766.0532440215
1681,245875.7545734858
1682,307276.611489207
1683,188789.6992049092
1684,173211.03075360032
1685,174649.63408684178
1686,168534.8586659786
1687,172027.78621411507
1688,187362.23918727745
1689,193377.01070040325
1690,199683.338243852
1691,190520.9418528052
1692,257571.05502632994
1693,172207.53172088868
1694,183588.63205885328
1695,162542.596347031
1696,264348.7562167566
1697,169855.55059548115
1698,353685.3181505872
1699,322445.70443973475
1700,256929.01823434667
1701,271421.6753986828
1702,247126.9824882462
1703,259430.26503027978
1704,281340.5317006078
1705,247042.5938342585
1706,384578.0858148502
1707,210067.41998160316
1708,209003.3619381872
1709,265161.291274872
1710,221513.90753821458
1711,269902.3694822339
1712,262395.4179142774
1713,275149.58177363593
1714,222907.91695311657
1715,208712.98868576725
1716,174640.30051174643
1717,178071.09662613366
1718,135838.90628379828
1719,200189.5176213088
1720,228333.17690822505
1721,164694.40729945543
1722,127366.05418464456
1723,155287.3454093285
1724,202500.4850863732
1725,228673.6964129337
1726,179714.7972667717
1727,152717.24220416887
1728,171818.65877919504
1729,165004.6563794673
1730,155788.52370608918
1731,121826.34447406085
1732,122948.04994908281
1733,113379.74343240318
1734,119033.90385829151
1735,126807.15929740679
1736,108155.67081540941
1737,289628.95948974974
1738,256826.88719010758
1739,241091.803793211
1740,215631.5842324664
1741,189834.80671219344
1742,172202.67839075188
1743,179728.15062406252
1744,293178.46256119857
1745,211522.56271061228
1746,184012.78621610597
1747,209506.75009733305
1748,218654.88765822374
1749,143688.29300220625
1750,123392.41865951823
1751,242835.94006020777
1752,115438.38505915989
1753,148948.4640660533
1754,198364.8654886039
1755,169028.80627518662
1756,128061.191578969
1757,120277.14790225349
1758,146081.03014172486
1759,162854.18940442876
1760,163786.9625248112
1761,144651.94862661252
1762,175555.27978957674
1763,178902.72555314566
1764,113537.3420619108
1765,162388.56852228893
1766,187184.5523378491
1767,225871.66689326748
1768,141951.0239640421
1769,176529.30105692573
1770,153909.3202574404
1771,122629.24374182377
1772,136758.71000038818
1773,123006.9988523702
1774,141713.63686793056
1775,140919.28925930423
1776,127791.67269094878
1777,102372.62824660823
1778,138361.16196609449
1779,117690.08358705111
1780,183137.05872989254
1781,127151.07252157596
1782,84731.90782020762
1783,143578.73155837003
1784,104953.97049353147
1785,123588.69744203977
1786,146475.52570260587
1787,159515.3995648121
1788,57776.87821784073
1789,98005.87555006734
1790,79399.04996698238
1791,171586.90421544702
1792,158677.31598260184
1793,129598.95489006159
1794,151687.81452071844
1795,132910.08485325726
1796,117887.39236433775
1797,112568.27353426174
1798,119044.71325126512
1799,109800.31684675728
1800,129985.66577817578
1801,129397.21258089428
1802,133515.05361902926
1803,144158.15834931584
1804,141816.5804174602
1805,133685.21771705017
1806,119782.76138666764
1807,135636.39901512722
1808,123301.56466063447
1809,122031.29067527944
1810,138610.2614967823
1811,87544.35473019473
1812,96655.63679175865
1813,124355.6129328538
1814,89192.05187206791
1815,51503.184735348485
1816,94275.25477434958
1817,108570.98311337174
1818,147906.7100128138
1819,122638.67970152825
1820,57192.75851346068
1821,107705.35959811666
1822,150280.55066286685
1823,45767.57933376065
1824,129433.3165080546
1825,136869.4635132538
1826,101746.32274393561
1827,99775.29946310422
1828,134765.9563825178
1829,122479.58319002422
1830,147006.31671347097
1831,145421.98227305306
1832,68102.87759476554
1833,138614.98425267634
1834,115375.3498864504
1835,120976.84684569437
1836,121086.35479058123
1837,89231.58302454423
1838,129943.02476979465
1839,91556.30121150712
1840,142446.66003685762
1841,138595.2234349137
1842,87625.18260047372
1843,124359.90032805037
1844,135800.03583651004
1845,140367.8130261492
1846,156734.16681398897
1847,167830.26029889903
1848,49653.230083013616
1849,104979.0262069683
1850,118442.37316065888
1851,153415.9424382487
1852,123205.41861570893
1853,124156.02323047988
1854,161450.38970555973
1855,153372.55613493442
1856,215952.32673917126
1857,137361.19566887603
1858,131478.98973630508
1859,114923.72022621291
1860,144599.84822679064
1861,113615.37210834754
1862,304274.94676536985
1863,279966.68447864987
1864,280613.53564970486
1865,316177.0457678414
1866,303762.67029484274
1867,229000.0133917486
1868,272444.5026493543
1869,204095.16268605815
1870,226622.67776666975
1871,239498.1335466226
1872,174769.24887912296
1873,236863.746755683
1874,150942.53238235443
1875,200880.88891247904
1876,195088.43836642045
1877,205412.41455376538
1878,198692.70881521323
1879,126972.62001426694
1880,130514.8895634433
1881,237760.52248051236
1882,245965.40539392445
1883,182294.7233076892
1884,204105.88225431286
1885,232069.20870856737
1886,278121.78232025274
1887,211794.83593959588
1888,259898.36573956267
1889,164816.7019182311
1890,117022.65226226211
1891,131748.229698548
1892,97695.06069091617
1893,131862.77026749068
1894,121107.18472920384
1895,136296.45541761254
1896,123095.39933335416
1897,112577.83071798802
1898,111408.65138565081
1899,156269.93280517875
1900,154468.6453426286
1901,175351.64771119223
1902,157044.95749296292
1903,218233.42279092266
1904,136874.62279981058
1905,204502.5137822754
1906,138895.17732503705
1907,207038.2176832883
1908,105028.03146958229
1909,130246.33886223569
1910,116257.36641478853
1911,226890.09615423268
1912,324387.69775019964
1913,137873.8853812412
1914,61365.3743921238
1915,283185.37122625613
1916,50280.27167548037
1917,245800.7759872761
1918,139608.61947896422
1919,178064.3651355396
1920,154513.40598758752
1921,355695.8849948795
1922,294970.4078503114
1923,223892.9833603321
1924,224958.01585358268
1925,192072.08638004068
1926,338583.9134624147
1927,132872.2222491605
1928,152514.61254203826
1929,127005.74880143799
1930,128259.64208722669
1931,138531.09836891943
1932,138808.91658367548
1933,175230.8021644008
1934,178761.26205534293
1935,168241.55611625416
1936,190483.68333489329
1937,186172.43620942917
1938,170466.53045772365
1939,251407.5195641893
1940,191470.0151509879
1941,164875.32692074476
1942,184979.37336750023
1943,218998.5734411881
1944,352942.72945424134
1945,373518.4244878973
1946,109168.73362959524
1947,288823.86342382943
1948,176847.84552367122
1949,242532.63320975407
1950,192436.62745306228
1951,238925.67740113317
1952,214868.5274354378
1953,163722.62460276455
1954,180042.52599439956
1955,136447.8444950597
1956,300108.8959957449
1957,151562.39922965216
1958,287566.4802608739
1959,145632.24144384844
1960,112105.5183263258
1961,118265.05253797851
1962,94952.19231988778
1963,102733.99323114277
1964,107707.90832839254
1965,143430.88101013878
1966,130250.54156529359
1967,277526.7703108585
1968,402792.3041706363
1969,372479.78313195205
1970,397687.6117871596
1971,438804.3791456201
1972,364903.4704629268
1973,273970.38656531955
1974,325596.3162714882
1975,470130.6114482769
1976,282860.660189422
1977,353445.14762536535
1978,353326.7977507039
1979,331313.62121434766
1980,199101.5695027593
1981,329123.57261802343
1982,225690.8092980384
1983,207782.32126780497
1984,170013.62121137863
1985,224224.43303995373
1986,209961.09635280332
1987,174128.3485707743
1988,172466.72144118315
1989,193907.62698236114
1990,209739.26984564838
1991,236300.53463093852
1992,212386.08282913695
1993,167984.0486012898
1994,230037.2238996853
1995,184433.07673095257
1996,256509.5646316017
1997,320505.1878323159
1998,321748.5812800871
1999,269734.3311891411
2000,328644.16964584996
2001,285307.2816920859
2002,253495.16241822997
2003,262893.9972820785
2004,282916.4095415376
2005,229343.6166181931
2006,224771.0352791119
2007,249801.90404675054
2008,214208.78919677273
2009,194079.72877068756
2010,192967.80577440187
2011,141807.66630983131
2012,167705.09010630377
2013,174940.38522248744
2014,179279.46783617017
2015,200345.34684143646
2016,188540.94764485248
2017,193305.12615499526
2018,115178.70190453481
2019,130705.8820681008
2020,106119.11788373243
2021,97495.40803727515
2022,186164.11271071626
2023,142086.41661404958
2024,276602.73331433313
2025,352028.0113238568
2026,173890.31432552353
2027,158728.40501680385
2028,147233.15248307196
2029,164442.82039443246
2030,269644.96322452626
2031,233493.26054180413
2032,247630.24063542127
2033,252359.5969668775
2034,171642.20256755437
2035,225422.13599336217
2036,200121.91218167037
2037,205430.4599504343
2038,303150.1156557941
2039,219727.3112772692
2040,260617.53678990205
2041,296108.44083709386
2042,210409.58791643035
2043,184524.66702346547
2044,166853.61582554487
2045,213875.73428140415
2046,141414.70773796967
2047,141406.57464654173
2048,138978.54325303843
2049,140175.0063081775
2050,174591.92545162878
2051,102515.9539785957
2052,123169.81569940572
2053,149943.5747200113
2054,88898.56022015921
2055,151503.4250860046
2056,143994.17355749564
2057,111743.42240890104
2058,212920.14178638134
2059,132624.7711901017
2060,175804.33558389678
2061,168520.2509807086
2062,127570.5295580572
2063,118231.29697143294
2064,137606.77643275034
2065,120095.79030154146
